trade_id,timestamp,symbol,side,quantity,entry_price,exit_price,entry_time,exit_time,signal_confidence,predicted_return,model_version,market_regime,volatility,volume,spread,pnl,pnl_percentage,holding_period_hours,slippage,commission,position_size,risk_per_trade,stop_loss_level,take_profit_level,strategy_name,paper_trading,data_quality_score,session_id,feature_rsi,feature_macd,feature_volume_change,feature_atr,feature_ema_distance,date,hour,day_of_week,is_profitable,win_rate
TRADE_20260212_0000,2026-02-12 01:14:07.136528,ADA/USDT,SELL,2.8532830055898115,0.48238604337829954,0.4676280535448485,2026-02-11 06:51:18.881587,2026-02-12 01:14:07.136528,0.7659082040791758,0.010849163292899824,model_v1,STABLE,0.03439556882884755,7274512.382185405,0.0001982426097692397,0.04203322444544546,3.053888123397409,18.38007081697752,3.338842141920031e-05,4.210872158845312e-05,1.3763838997050117,0.027527677994100237,0.49203376424586553,0.46791446207695053,breakout,True,1.0,session_20260212_012504_a62e89cd,68.75060927404425,0.7490593885850769,0.15548467874311833,0.010708764597294716,0.0024108417238794776,2026-02-12,1,3,True,1.0
TRADE_20260212_0001,2026-02-11 10:36:29.801411,ADA/USDT,BUY,0.17764474879548156,0.4707382883948057,0.453137819790886,2026-02-10 16:12:23.585413,2026-02-11 10:36:29.801411,0.8579645034874437,0.01655611315329401,model_v3,STABLE,0.034106206879717126,9944618.48268909,9.708870786255347e-05,-0.0031303978757421928,-3.74341211947826,18.401726666059524,6.404210922964968e-07,3.1266308238260705e-06,0.08362418499031021,0.0016724836998062043,0.46132352262690957,0.4848604370466499,mean_reversion,True,1.0,session_20260212_012504_a62e89cd,56.99168381433624,-1.175194473557307,0.2659892028656153,0.02250600606168989,0.005877950997391142,2026-02-11,10,2,False,0.5
TRADE_20260212_0002,2026-02-11 11:47:26.574285,ADA/USDT,BUY,3.7576172615951116,0.47674100831703026,0.48139507800766335,2026-02-11 03:32:33.575891,2026-02-11 11:47:26.574285,0.8049769825874907,9.076363739905086e-05,model_v1,VOLATILE,0.04420105055605333,5802830.297844272,0.00010452818666376722,0.01746229149518578,0.974779036325472,8.24805510940796,8.432898397550805e-06,1.748821260618952e-05,1.7914102421623315,0.03582820484324663,0.46720618815068965,0.4910432385665412,momentum_long,True,1.0,session_20260212_012504_a62e89cd,34.65744397504531,1.2074914088312867,0.2902366288701808,0.02487091727711495,0.016645203610706417,2026-02-11,11,2,True,0.6666666666666666
TRADE_20260212_0003,2026-02-11 09:34:41.513705,SOL/USDT,SELL,2.1249304411566583,94.60104030492067,96.98146493116558,2026-02-10 13:13:00.522428,2026-02-11 09:34:41.513705,0.9422227456815786,-0.01762233133973762,model_v3,VOLATILE,0.042199111419313075,2587125.8740050513,0.0309005963768142,-5.06712369593067,-2.5206983423250446,20.361386465899084,0.0038287079927285727,0.005058236751186755,201.0206303090139,4.020412606180278,96.49306111101909,91.76300909577306,breakout,True,1.0,session_20260212_012504_a62e89cd,60.638382666574344,-0.007887465517897319,-0.18133468914797451,0.011633978128858406,-0.01449746606301225,2026-02-11,9,2,False,0.5
TRADE_20260212_0004,2026-02-11 10:20:05.671284,BTC/USDT,BUY,4.830091995705249,50997.880764252746,52966.471608392625,2026-02-11 09:26:16.019020,2026-02-11 10:20:05.671284,0.7179508756485242,0.01386681823307814,model_v4,CRISIS,0.021370594411885012,6827019.533824936,8.23171854699489,9495.852986738631,3.8550183580541146,0.8971256287598655,3.113417480938553,9.508474879098669,246324.4556773479,4926.489113546958,49977.92314896769,52527.81718718033,mean_reversion,True,1.0,session_20260212_012504_a62e89cd,32.13881100422314,-0.35328910939308633,0.35040959930322696,0.017736396087967003,-0.0129947786751488,2026-02-11,10,2,True,0.6
TRADE_20260212_0005,2026-02-10 07:20:09.023227,ETH/USDT,SELL,2.537033161097818,2980.8870531721586,3005.281969960193,2026-02-10 06:13:28.593152,2026-02-10 07:20:09.023227,0.9020981606671783,0.02816239298744565,model_v3,CRISIS,0.038214824094576785,1532436.8430589873,0.44856179869346813,-62.011799393461395,-0.8199788843475725,1.1112305764118164,0.0591958271434286,0.06189071285346451,7562.609303384921,151.25218606769843,3040.504794235602,2891.4604415769936,breakout,True,1.0,session_20260212_012504_a62e89cd,66.07578540173195,-1.0767683671318546,0.3995415866904682,0.02387577307484552,-0.018274354707993715,2026-02-10,7,1,False,0.5
TRADE_20260212_0006,2026-02-11 22:48:54.606183,BTC/USDT,BUY,3.427367467098209,49702.775754172755,47879.06257744459,2026-02-11 10:16:48.279156,2026-02-11 22:48:54.606183,0.8371953091506845,-0.01666050697254876,model_v2,TRENDING,0.011992453709166231,6731032.3222683,21.224577671985667,-6262.635731802375,-3.676341426158409,12.535090840921262,5.849985354688717,6.250535211236449,170349.67664432933,3406.9935328865868,48708.7202390893,51193.85902679794,mean_reversion,True,1.0,session_20260212_012504_a62e89cd,47.35302882348566,0.23323674466546107,-0.07872483045935155,0.02629300471504766,-0.001776935538105314,2026-02-11,22,2,False,0.42857142857142855
TRADE_20260212_0007,2026-02-11 10:10:08.924715,ADA/USDT,SELL,3.4916766015175487,0.48945677208537197,0.5121790567071447,2026-02-11 04:11:37.628059,2026-02-11 10:10:08.924715,0.7549855534206587,0.01615275251575558,model_v3,VOLATILE,0.03278252797038489,6743306.943714209,0.00024081712569356297,-0.07947768933895931,-4.650470330613168,5.975360182262606,5.948092254659676e-05,7.933886954686586e-05,1.709024758544801,0.034180495170896025,0.4992459075270794,0.4747730689228108,mean_reversion,True,1.0,session_20260212_012504_a62e89cd,30.824984129661104,-0.19217137677564322,0.1513588253909573,0.023829434665552908,-0.003740209914785457,2026-02-11,10,2,False,0.375
TRADE_20260212_0008,2026-02-11 08:46:02.001712,SOL/USDT,SELL,4.664920841795593,96.67570844431282,96.21297731380596,2026-02-10 22:50:29.778979,2026-02-11 08:46:02.001712,0.6667333147613914,0.007756248533146107,model_v1,VOLATILE,0.014597667507887699,9965560.389577698,0.044683227117360905,2.154888165835777,0.4778186469350457,9.925617425865818,0.0015573249184300275,0.002158604094849056,450.9845272172291,9.019690544344583,98.60922261319908,93.77543719098342,momentum_long,True,1.0,session_20260212_012504_a62e89cd,44.529997292645476,1.5175521946286206,0.31099801999599125,0.019548426296451184,-0.0006624138016727912,2026-02-11,8,2,True,0.4444444444444444
TRADE_20260212_0009,2026-02-11 16:56:18.345370,ADA/USDT,SELL,2.9671386288022115,0.47590930812106774,0.4892801662717446,2026-02-11 02:10:11.737745,2026-02-11 16:56:18.345370,0.6398793039303987,0.023259115318082214,model_v1,VOLATILE,0.02706947489548673,3285050.615658491,5.896346231828187e-05,-0.03973272949444384,-2.813755544813223,14.76850211811245,1.986658561656989e-05,3.9673189719108165e-05,1.412088891932554,0.028241777838651082,0.4854274942834891,0.4616320288774357,breakout,True,1.0,session_20260212_012504_a62e89cd,42.34824746486131,0.03555476528335255,0.11412867355549522,0.020155460403876536,0.0031287505125176113,2026-02-11,16,2,False,0.4
