timestamp,symbol,side,pnl,pnl_percentage,is_profitable,feature_rsi,feature_macd,feature_volatility,volume,price_entry,price_exit
2026-02-05 01:44:06.990168,BTC/USDT,SELL,115.7102364314489,11.57102364314489,True,64.65731318336775,-1.1773159647300482,0.029813814751984323,4316.123550741477,52133.88646685095,44191.82949880168
2026-02-05 03:44:06.990168,SOL/USDT,BUY,118.19220630148196,11.819220630148196,True,41.10151072414216,2.103448070025752,0.03106579205452012,1198.5295471074862,54717.187614479466,54990.534078132434
2026-02-05 05:44:06.990168,SOL/USDT,BUY,-100.600353004115,-10.0600353004115,False,37.6291612513852,-0.09071392652277496,0.030182943151599244,1102.894397267418,44660.81846556119,43818.601934400314
2026-02-05 07:44:06.990168,ETH/USDT,SELL,123.88644354452268,12.388644354452268,True,32.03474899991206,2.4087808305533605,0.0469141311775413,1826.5371763510116,48057.02835256855,49111.75976725219
2026-02-05 09:44:06.990168,SOL/USDT,BUY,-100.00831717184448,-10.000831717184449,False,44.57997334410034,0.3760586802512454,0.025275842891712915,2691.361319169365,51177.53899296679,55560.66373079727
2026-02-05 11:44:06.990168,BTC/USDT,SELL,120.56255567794253,12.056255567794253,True,52.1359159997814,0.4818801982615364,0.022115319523441094,4991.28438607988,48630.146968740475,54352.44030957483
2026-02-05 13:44:06.990168,SOL/USDT,SELL,118.14493118781144,11.814493118781144,True,36.819290182528356,0.6739110815843748,0.02815422609007527,3214.644897603146,40691.49864661094,56184.93602797206
2026-02-05 15:44:06.990168,BTC/USDT,SELL,-102.41712974522407,-10.241712974522407,False,56.61736570466644,0.1952114304774491,0.04885434454510898,4931.959565560826,58778.582175901,42318.74551441421
2026-02-05 17:44:06.990168,BTC/USDT,BUY,-96.1234953968212,-9.612349539682121,False,44.49646440788512,1.4250330293340336,0.017208655354620617,1558.2403492833096,57455.36169940449,43585.99419143259
2026-02-05 19:44:06.990168,ETH/USDT,BUY,123.22088352458522,12.322088352458522,True,57.82194811004105,-0.5573235551549902,0.014600133502881488,2536.030657097934,48925.276199209715,56472.30786916864
2026-02-05 21:44:06.990168,BTC/USDT,BUY,-99.25822615843347,-9.925822615843348,False,55.26035065914755,0.4374874217612824,0.0476580935101873,4416.01902758025,53126.737001509035,56704.53433806386
2026-02-05 23:44:06.990168,BTC/USDT,SELL,-101.98309197039511,-10.19830919703951,False,58.95966690888005,0.6082550264569507,0.04086391927754316,3341.5399981127216,41326.55629465179,51197.35147650904
2026-02-06 01:44:06.990168,ETH/USDT,BUY,-103.22755343982058,-10.322755343982058,False,59.082420290774266,0.7307158041721272,0.032808562204233865,3752.1700826672272,45272.87941271949,40572.43940690173
2026-02-06 03:44:06.990168,BTC/USDT,SELL,121.39204061577468,12.139204061577468,True,41.24238259548183,-0.2608103117961574,0.04755166741149651,2438.4089138220593,51260.67674135994,44846.1639811083
2026-02-06 05:44:06.990168,SOL/USDT,SELL,119.8224635569192,11.98224635569192,True,68.35032139507035,-0.7331904128325466,0.03744197657944501,4481.465357949164,45468.763715963985,50957.77753546518
2026-02-06 07:44:06.990168,BTC/USDT,BUY,119.72007985349278,11.97200798534928,True,58.31889072359522,-0.008323001221299337,0.0331606544250936,4458.249641128454,41492.83793776901,57981.18424033903
2026-02-06 09:44:06.990168,ETH/USDT,BUY,-96.59409586529875,-9.659409586529875,False,44.12009179053496,-1.7808523779098384,0.025798670853918966,3742.6107119700873,42705.67387993442,44790.72629377182
2026-02-06 11:44:06.990168,ETH/USDT,BUY,-102.03102075952688,-10.203102075952689,False,44.06727613476987,-0.2805565882326813,0.032229608045004174,2823.2406686095637,58141.94650481839,45551.311178574775
2026-02-06 13:44:06.990168,BTC/USDT,BUY,-101.21419446359036,-10.121419446359035,False,69.3921197440267,0.4676060659018583,0.049203382612107924,2263.7332120078854,40136.16540500345,50659.277222902354
2026-02-06 15:44:06.990168,SOL/USDT,BUY,121.54485528988141,12.154485528988141,True,58.163913369939664,-0.4353755484778318,0.01684615611118754,4349.873773841173,44515.875702516045,53746.73054572353
2026-02-06 17:44:06.990168,ETH/USDT,BUY,120.01670640899306,12.001670640899306,True,66.67017712668647,1.1083096997301045,0.012349853289411157,2356.4857187302696,45517.40850908733,41707.0654830563
2026-02-06 19:44:06.990168,ETH/USDT,SELL,-98.12610006266412,-9.812610006266413,False,51.66356015421379,0.8352385634916016,0.025378219261097713,1643.786603976805,47809.54039820605,58099.12455358
2026-02-06 21:44:06.990168,ETH/USDT,SELL,120.30012765061028,12.030012765061029,True,67.21806348980824,0.8935697243872266,0.016797520654101936,3012.957397950903,54409.386050064546,49926.60725167164
2026-02-06 23:44:06.990168,BTC/USDT,SELL,121.37533813450281,12.13753381345028,True,68.32620044682301,0.43430649652812725,0.015453698157664432,2283.082527207832,54535.75281354559,45713.82478767495
2026-02-07 01:44:06.990168,ETH/USDT,BUY,-103.20380200931075,-10.320380200931075,False,37.037238989125335,0.5432567272284562,0.0326700835277598,1787.8457436888339,42485.465593545974,46039.9870431921
2026-02-07 03:44:06.990168,SOL/USDT,SELL,-99.82891957536567,-9.982891957536568,False,62.68866512970666,-1.630166945510803,0.019912187680479993,3420.332152315899,44284.06135228695,44847.745610389786
2026-02-07 05:44:06.990168,ETH/USDT,BUY,-99.46678125859991,-9.946678125859991,False,68.14337577235858,-0.13088799451456748,0.043941771459555835,1395.2949626161342,51964.21467880506,46444.71035309783
2026-02-07 07:44:06.990168,SOL/USDT,SELL,-100.87677220797309,-10.087677220797309,False,39.63358347099984,0.9035900687923173,0.013235023809786962,2538.966171342253,41973.13760432278,47377.031700424515
2026-02-07 09:44:06.990168,SOL/USDT,BUY,-102.16712859722182,-10.216712859722183,False,30.6159636488047,-0.12572422400952776,0.017151835976407376,4383.089204949542,55969.00920042281,40211.72820560816
2026-02-07 11:44:06.990168,SOL/USDT,SELL,120.52320453663899,12.0523204536639,True,60.25938699188521,-1.4200853913852984,0.04710565212788704,2354.6485116518834,41067.550302110365,45522.7490558397
2026-02-07 13:44:06.990168,ETH/USDT,SELL,116.05037107197734,11.605037107197735,True,47.79957923850223,2.0764510422061124,0.025264195907476476,3467.263064630483,47060.502507009565,57655.549491469574
2026-02-07 15:44:06.990168,SOL/USDT,BUY,-103.8183293669186,-10.381832936691861,False,60.054426927433795,1.1383359232386736,0.015440927299714781,1708.7369377080822,46103.67544895534,41438.47696500645
2026-02-07 17:44:06.990168,BTC/USDT,SELL,-97.24751132555868,-9.724751132555868,False,66.25748707232057,-0.9886303985460947,0.02247303637557454,4283.995341889171,51786.80262307924,51022.76116299637
2026-02-07 19:44:06.990168,ETH/USDT,BUY,121.19421174657774,12.119421174657774,True,58.3412012751122,-2.2874960748008055,0.040084469166388956,2877.9500301867142,49202.60359870041,45164.96145673771
2026-02-07 21:44:06.990168,BTC/USDT,BUY,-99.43244774320348,-9.943244774320348,False,37.35592504284491,0.006639498575139768,0.03189465967043949,1816.7996918502647,47593.10115761563,54469.52513298329
2026-02-07 23:44:06.990168,BTC/USDT,BUY,126.89351521802459,12.689351521802458,True,57.00957833078371,0.9249743675204903,0.02876799777466601,3312.0843581510335,42680.67026343859,56859.93863648011
2026-02-08 01:44:06.990168,SOL/USDT,SELL,117.44757452759774,11.744757452759774,True,36.305001589960575,-1.3720043217817444,0.03588881001398269,1440.439482000795,55733.62305485054,41847.411402267724
2026-02-08 03:44:06.990168,SOL/USDT,BUY,-95.15768715160068,-9.515768715160068,False,69.70431799633799,-0.5607383109291944,0.012762930807183891,4332.146562736219,45771.22170698633,46813.26876805095
2026-02-08 05:44:06.990168,SOL/USDT,BUY,122.59567462961141,12.25956746296114,True,52.689123565341916,-0.2932573342652602,0.03656093745228067,1353.6550242940914,40525.94995539217,45405.5540299099
2026-02-08 07:44:06.990168,ETH/USDT,SELL,-98.6987362707249,-9.86987362707249,False,64.09485959361041,-0.827696123105661,0.01692544942528465,1776.7411541576444,55691.42395131719,48632.15694746228
2026-02-08 09:44:06.990168,ETH/USDT,SELL,123.10922295838719,12.310922295838719,True,58.69543474086508,0.18397818738463342,0.035318882152057106,4880.231929225365,43799.1883393057,40243.12346697024
2026-02-08 11:44:06.990168,BTC/USDT,BUY,-96.12275043595312,-9.612275043595313,False,67.35310002993867,-0.776618278671299,0.029416505748633956,2877.2191994841055,43974.480838448144,49421.528764934876
2026-02-08 13:44:06.990168,BTC/USDT,BUY,124.77835798292017,12.477835798292016,True,36.85673262595526,0.4835564012097432,0.014048678851584243,2099.9674430079826,40791.62237308716,40603.20087855953
2026-02-08 15:44:06.990168,SOL/USDT,BUY,114.01179409093946,11.401179409093947,True,59.90651977660811,-0.20083409074808298,0.03652521520132641,4835.52134175612,55643.32760744653,52594.27793728109
2026-02-08 17:44:06.990168,ETH/USDT,BUY,128.5534259458515,12.855342594585151,True,42.03910411727634,-0.25288703538468393,0.02959472777476397,2142.0654446015496,59293.168269620684,42527.67915989639
2026-02-08 19:44:06.990168,ETH/USDT,BUY,-102.36261994834102,-10.236261994834102,False,42.36197935989975,-0.09810175850903666,0.016920047949305968,1346.5296866577416,46897.63281248079,43943.224366361326
2026-02-08 21:44:06.990168,ETH/USDT,BUY,-100.50440603074179,-10.050440603074179,False,44.3030809351377,-0.1796442687782538,0.03463238081469404,1312.167019908576,51758.92792771964,42264.915500110204
2026-02-08 23:44:06.990168,ETH/USDT,SELL,-100.04255042176999,-10.004255042176998,False,66.95396890641072,-2.006506207603151,0.01634262275086866,1414.7108617746462,47229.316356918454,50875.42767102597
2026-02-09 01:44:06.990168,ETH/USDT,SELL,116.10450678915014,11.610450678915013,True,61.27722066284431,-0.23918389160590503,0.04164329011703044,2984.1012346920998,50563.606822617396,54543.82732107338
2026-02-09 03:44:06.990168,ETH/USDT,BUY,121.66832610177875,12.166832610177874,True,33.99619209799431,-0.38774375272602274,0.029722874300374763,1553.6452203779477,51266.87216924637,43345.76572948752
2026-02-09 05:44:06.990168,ETH/USDT,BUY,114.62470136252922,11.462470136252922,True,69.117053452839,-0.6258931987696404,0.039986866034509225,1216.9486784951523,46769.79834108689,45506.81608065848
2026-02-09 07:44:06.990168,BTC/USDT,BUY,-97.7358613188025,-9.77358613188025,False,43.51497950337214,0.19688810508548377,0.020263905599858162,3671.3859335909433,42505.62156690178,53911.31446672512
2026-02-09 09:44:06.990168,SOL/USDT,BUY,115.34795862853301,11.5347958628533,True,54.01996302568364,-0.6175537102683375,0.020308164191595864,2595.5858788711357,46094.01178208979,54441.42765524531
2026-02-09 11:44:06.990168,SOL/USDT,BUY,-104.4762599264741,-10.44762599264741,False,54.185159965100446,-2.673996775184149,0.010422723060747732,3139.1087233450717,53968.50536839328,40856.44724623117
2026-02-09 13:44:06.990168,ETH/USDT,BUY,117.68226865073986,11.768226865073986,True,42.400248750556585,0.4175019813589618,0.010547366172968444,4969.7341936173425,50258.04493998368,46645.00745589731
