timestamp,symbol,side,pnl,pnl_percentage,is_profitable,feature_rsi,feature_macd,feature_volatility,volume,price_entry,price_exit
2026-02-05 01:44:07.327592,ETH/USDT,BUY,115.08225511352067,11.508225511352068,True,66.53764061366067,0.11063353457208668,0.016794659524443933,1960.2022502770492,40397.49285288388,48147.11941411723
2026-02-05 03:44:07.327592,ETH/USDT,BUY,-97.10282246463197,-9.710282246463196,False,47.03857139718211,-0.1088953643930309,0.047945982460323305,1608.4403309285385,43812.13068937604,58567.21399528779
2026-02-05 05:44:07.327592,SOL/USDT,BUY,122.70572733970506,12.270572733970507,True,67.4703528063823,-1.0980997778675683,0.0354952112081156,1916.6907980056446,50549.343716044656,44241.17712439448
2026-02-05 07:44:07.327592,SOL/USDT,SELL,120.03505383647996,12.003505383647996,True,40.44027255440085,-0.4003033933689212,0.0485158121915087,3120.3994432934132,48759.523133928575,58540.61695659363
2026-02-05 09:44:07.327592,SOL/USDT,BUY,-99.56282197548663,-9.956282197548664,False,33.534481020527984,0.32359382587453633,0.028860004197177686,1047.0457082901362,54977.156948782,40389.996618461264
2026-02-05 11:44:07.327592,BTC/USDT,SELL,113.1775556315109,11.31775556315109,True,42.014570044202344,1.139358361417581,0.04613234270849239,2073.289557915876,59445.3960925408,53136.64305080197
2026-02-05 13:44:07.327592,BTC/USDT,SELL,-99.9204915053826,-9.992049150538259,False,69.75248119252464,0.5233113429325696,0.0479754740931581,4167.1169315972365,47140.98582046526,59375.20398072459
2026-02-05 15:44:07.327592,BTC/USDT,BUY,121.32381558756698,12.132381558756698,True,48.04414422418991,1.344961478921155,0.045670754630535645,1837.4838180033937,59305.294725176966,44168.01406422471
2026-02-05 17:44:07.327592,SOL/USDT,SELL,-100.71150088938317,-10.071150088938317,False,30.51746098852416,0.6530337193717807,0.015166931721223062,2429.987885856841,48868.652096035876,49820.64563581368
2026-02-05 19:44:07.327592,BTC/USDT,BUY,-103.31644394701691,-10.33164439470169,False,53.651648467244044,0.5432217147685783,0.028072475320188327,1581.041797500094,45118.37199183744,58997.17596350402
